Latitude(deg.),Longitude(deg.),Slant_Range(m),Incidence_Angle(deg.)
-81.407967,79.171432,111544.836422,26.271380
-81.404147,78.851320,111842.554176,27.078321
-81.400470,78.562879,112141.387895,27.799186
-81.396746,78.286717,112440.395693,28.487332
-81.393896,78.087168,112742.146531,28.961452
-81.391484,77.925333,113045.067951,29.329435
-81.418197,80.106031,110651.760625,23.930868
-81.415056,79.777955,110948.485530,24.754752
-81.411740,79.459153,111246.177112,25.554705
-81.408517,79.171721,111544.864921,26.269775
-81.404701,78.851835,111842.579623,27.076026
-81.401020,78.563051,112141.371140,27.797796
-81.397297,78.286942,112440.444414,28.485723
-81.394466,78.088725,112742.195594,28.956074
-81.392033,77.925394,113045.075346,29.328227
-81.418753,80.107081,110651.788402,23.927379
-81.415631,79.780966,110948.656929,24.745806
-81.412286,79.459082,111246.166812,25.554153
-81.409068,79.172045,111544.897409,26.268075
-81.405253,78.852261,111842.604695,27.073980
-81.401569,78.563178,112141.331314,27.796538
-81.397846,78.287097,112440.467077,28.484317
-81.395036,78.090388,112742.248575,28.950399
-81.392586,77.925759,113044.942469,29.326208
-81.419309,80.108195,110651.836295,23.923710
-81.416203,79.783579,110948.775955,24.737959
-81.412828,79.458705,111246.250360,25.554416
-81.409626,79.173071,111544.979842,26.264428
-81.405804,78.852658,111842.642486,27.072013
-81.402118,78.563365,112141.273661,27.795120
-81.398392,78.286973,112440.519803,28.483680
-81.395608,78.092144,112742.302964,28.944468
-81.393139,77.926136,113045.042243,29.324090
-81.419867,80.109570,110651.909679,23.919327
-81.416772,79.785949,110948.787479,24.730805
-81.413373,79.458544,111246.150989,25.554135
-81.410190,79.174683,111544.962192,26.259197
-81.406357,78.853122,111842.671482,27.069860
-81.402662,78.563105,112141.389296,27.794897
-81.398947,78.287554,112440.450383,28.481110
-81.396181,78.093961,112742.366437,28.938361
-81.393688,77.926208,113045.123651,29.322831
-81.420429,80.111361,110652.016938,23.913809
-81.417335,79.787747,110948.911569,24.725181
-81.413918,79.458308,111246.173701,25.554026
-81.410735,79.174479,111544.965018,26.258956
-81.406910,78.853587,111842.700696,27.067706
-81.403207,78.562960,112141.371815,27.794387
-81.399504,78.288233,112440.554060,28.478219
-81.396754,78.095837,112742.439939,28.932087
-81.394233,77.926007,113045.209495,29.322335
-81.420995,80.113676,110652.174612,23.906857
-81.417896,79.789248,110949.009569,24.720376
-81.414464,79.458280,111246.196488,25.553346
-81.411279,79.174222,111545.038389,26.258843
-81.407462,78.854075,111842.735031,27.065485
-81.403752,78.562749,112141.321801,27.794072
-81.400055,78.288509,112440.626146,28.476462
-81.397327,78.097631,112742.535518,28.926039
-81.394772,77.925442,113045.014368,29.322940
-81.421561,80.115913,110652.133272,23.900165
-81.418457,79.790783,110948.989461,24.715506
-81.415013,79.458484,111246.219249,25.552034
-81.411829,79.174506,111545.011903,26.257267
-81.408015,78.854572,111842.772317,27.063241
-81.404296,78.562493,112141.419221,27.793844
-81.400602,78.288493,112440.596685,28.475546
-81.397897,78.099313,112742.665907,28.920297
-81.395309,77.924710,113045.058499,29.323946
-81.422117,80.117024,110652.128783,23.896518
-81.419016,79.792035,110949.065991,24.711387
-81.415572,79.459687,111246.242876,25.547982
-81.412378,79.174696,111545.098766,26.255923
-81.408569,78.855116,111842.803561,27.060868
-81.404845,78.562641,112141.379368,27.792527
-81.401154,78.288825,112440.661060,28.473636
-81.398462,78.100564,112742.687055,28.915788
-81.395856,77.924649,113045.094214,29.323071
-81.422671,80.117863,110652.172437,23.893603
-81.419574,79.793264,110949.136579,24.707330
-81.416135,79.461276,111246.309542,25.542865
-81.412929,79.175072,111545.109055,26.254084
-81.409123,78.855698,111842.832278,27.058392
-81.405396,78.562920,112141.361043,27.790842
-81.401710,78.289493,112440.704353,28.470792
-81.399029,78.101931,112742.707575,28.910957
-81.396407,77.924885,113045.104455,29.321373
-81.423226,80.118893,110652.231060,23.890164
-81.420132,79.794483,110949.195021,24.703305
-81.416694,79.462444,111246.402107,25.538894
-81.413484,79.175805,111545.143641,26.251257
-81.409678,78.856352,111842.851531,27.055718
-81.405947,78.563257,112141.388192,27.788983
-81.402266,78.290139,112440.707085,28.468022
-81.399600,78.103622,112742.749949,28.905217
-81.396967,77.925713,113045.051992,29.318034
-81.423782,80.119960,110652.275925,23.886627
-81.420690,79.795735,110949.242994,24.699193
-81.417251,79.463461,111246.456583,25.535346
-81.414041,79.176716,111545.203932,26.247936
-81.410233,78.857048,111842.871787,27.052928
-81.406498,78.563537,112141.449229,27.787273
-81.402821,78.290704,112440.668867,28.465489
-81.400171,78.105385,112742.840644,28.899261
-81.397528,77.926647,113045.107063,29.314368
-81.424339,80.121295,110652.350188,23.882361
-81.421249,79.797026,110949.286156,24.694978
-81.417811,79.464796,111246.525278,25.530924
-81.414601,79.177921,111545.242907,26.243814
-81.410789,78.857780,111842.894189,27.050040
-81.407047,78.563683,112141.506227,27.785937
-81.403374,78.291130,112440.781857,28.463303
-81.400745,78.107243,112742.924297,28.893043
-81.398093,77.927864,113045.136191,29.309918
-81.424898,80.122742,110652.414971,23.877789
-81.421808,79.798373,110949.336728,24.690609
-81.418374,79.466348,111246.508353,25.525932
-81.415158,79.178885,111545.304378,26.240348
-81.411345,78.858569,111842.925813,27.046989
-81.407592,78.563468,112141.450868,27.785635
-81.403928,78.291597,112440.743923,28.461045
-81.401319,78.109162,112743.009061,28.886654
-81.398656,77.928957,113045.317383,29.305771
-81.425459,80.124413,110652.499667,23.872610
-81.422367,79.799717,110949.380520,24.686248
-81.418936,79.467800,111246.624953,25.521180
-81.415712,79.179504,111545.337950,26.237838
-81.411902,78.859384,111842.958054,27.043868
-81.408133,78.563041,112141.501678,27.785892
-81.404476,78.291687,112440.732144,28.459829
-81.401895,78.111240,112743.117448,28.879816
-81.399222,77.930239,113045.219409,29.301176
-81.426021,80.126267,110652.589738,23.866930
-81.422927,79.801127,110949.429972,24.681708
-81.419495,79.469065,111246.690699,25.516953
-81.416263,79.179874,111545.272306,26.236034
-81.412458,78.860200,111842.988949,27.040748
-81.408680,78.562954,112141.460851,27.785230
-81.405027,78.291903,112440.739297,28.458261
-81.402470,78.113278,112743.219351,28.873093
-81.399787,77.931414,113045.295463,29.296830
-81.426587,80.128489,110652.697402,23.860252
-81.423487,79.802554,110949.483083,24.677121
-81.420053,79.470178,111246.721851,25.513150
-81.416813,79.180143,111545.371125,26.234472
-81.413015,78.861021,111843.023667,27.037610
-81.409228,78.563041,112141.470262,27.784071
-81.405579,78.292302,112440.793369,28.456167
-81.403046,78.115311,112743.320918,28.866385
-81.400354,77.932795,113045.379120,29.291909
-81.427153,80.130733,110652.774546,23.853521
-81.424048,79.804090,110949.529896,24.672240
-81.420613,79.471429,111246.791339,25.508962
-81.417367,79.180860,111545.406181,26.231693
-81.413572,78.861872,111843.055374,27.034392
-81.409789,78.564119,112141.486223,27.780157
-81.406132,78.292720,112440.853681,28.454018
-81.403622,78.117410,112743.259742,28.859540
-81.400921,77.934137,113045.456454,29.287098
-81.427718,80.132867,110652.832503,23.847095
-81.424610,79.805682,110949.571003,24.667208
-81.421174,79.472814,111246.880262,25.504405
-81.417928,79.182106,111545.467249,26.227452
-81.414130,78.862749,111843.084690,27.031102
-81.410342,78.564578,112141.576961,27.777944
-81.406686,78.293204,112440.927612,28.451681
-81.404196,78.119322,112743.377156,28.853167
-81.401489,77.935598,113045.488002,29.281967
-81.428280,80.134748,110652.871583,23.841359
-81.425172,79.807367,110949.617349,24.661923
-81.421735,79.474245,111246.824837,25.499754
-81.418487,79.183187,111545.464772,26.223682
-81.414687,78.863584,111843.113337,27.027927
-81.410883,78.564113,112141.518471,27.778337
-81.407238,78.293521,112441.002648,28.449810
-81.404769,78.121160,112743.475050,28.847008
-81.402051,77.936581,113045.648216,29.278138
-81.428841,80.136422,110652.918091,23.836185
-81.425734,79.808928,110949.787795,24.656947
-81.422294,79.475423,111246.876147,25.495773
-81.419050,79.184707,111545.583278,26.218675
-81.415241,78.864206,111843.237793,27.025319
-81.411427,78.563820,112141.624324,27.778207
-81.407787,78.293672,112441.029300,28.448415
-81.405343,78.123043,112743.518964,28.840742
-81.402610,77.937383,113045.654158,29.274861
-81.429401,80.137962,110652.964158,23.831374
-81.426298,79.810768,110949.730937,24.651266
-81.422853,79.476582,111246.923792,25.491844
-81.419610,79.185918,111545.594423,26.214547
-81.415796,78.864901,111843.232096,27.022542
-81.411980,78.564277,112141.577478,27.776034
-81.408338,78.293930,112441.048862,28.446725
-81.405917,78.125024,112743.579603,28.834196
-81.403175,77.938578,113045.662675,29.270483
-81.429959,80.139397,110653.018885,23.826846
-81.426859,79.812392,110949.804651,24.646143
-81.423411,79.477719,111246.973189,25.487975
-81.420162,79.186343,111545.656006,26.212566
-81.416349,78.865431,111843.310499,27.020200
-81.412531,78.564588,112141.667880,27.774232
-81.408890,78.294252,112441.070532,28.444857
-81.406495,78.127198,112743.614546,28.827118
-81.403743,77.940054,113045.678417,29.265317
-81.430518,80.140810,110653.070614,23.822380
-81.427421,79.813970,110949.866624,24.641148
-81.423969,79.478860,111247.034760,25.484094
-81.420711,79.186587,111545.691650,26.211086
-81.416903,78.865996,111843.325217,27.017777
-81.413083,78.565009,112141.639070,27.772157
-81.409444,78.294766,112441.107507,28.442447
-81.407075,78.129598,112743.726496,28.819394
-81.404311,77.941482,113045.865211,29.260237
-81.431075,80.142050,110653.109456,23.818385
-81.427982,79.815560,110949.929506,24.636122
-81.424527,79.479949,111247.078005,25.480359
-81.421259,79.186664,111545.715995,26.210071
-81.417456,78.866513,111843.354319,27.015485
-81.413641,78.565849,112141.692290,27.768898
-81.410001,78.295480,112440.972272,28.439529
-81.407655,78.131950,112743.887978,28.811787
-81.404883,77.943133,113045.889146,29.254583
-81.431632,80.143278,110653.171753,23.814417
-81.428545,79.817281,110949.979445,24.630741
-81.425084,79.480895,111247.096750,25.477022
-81.421804,79.186468,111545.665182,26.209824
-81.418009,78.866961,111843.374711,27.013384
-81.414203,78.567032,112141.678984,27.764703
-81.410559,78.296251,112441.030401,28.436398
-81.408232,78.134083,112744.008537,28.804805
-81.405456,77.944969,113045.962191,29.248396
-81.432189,80.144612,110653.238357,23.810162
-81.429106,79.818843,110950.149206,24.625769
-81.425638,79.481617,111247.246481,25.474267
-81.422347,79.186177,111545.596289,26.209841
-81.418563,78.867564,111843.397961,27.010854
-81.414754,78.567330,112141.702046,27.762958
-81.411117,78.297082,112441.078774,28.433106
-81.408807,78.136084,112743.962210,28.798240
-81.406029,77.946761,113046.033329,29.242334
-81.432750,80.146212,110653.327188,23.805185
-81.429668,79.820490,110950.211018,24.620590
-81.426194,79.482510,111247.262816,25.471076
-81.422891,79.185936,111545.691165,26.209681
-81.419119,78.868310,111843.414560,27.007933
-81.415304,78.567530,112141.814220,27.761457
-81.411671,78.297566,112441.151071,28.430770
-81.409377,78.137747,112744.016883,28.792592
-81.406598,77.948254,113046.019099,29.237135
-81.433312,80.148142,110653.425141,23.799310
-81.430229,79.822037,110950.273992,24.615682
-81.426750,79.483425,111247.289585,25.467823
-81.423439,79.185962,111545.643604,26.208822
-81.419678,78.869342,111843.446205,27.004218
-81.415856,78.567900,112141.778336,27.759527
-81.412224,78.297976,112441.209752,28.428648
-81.409946,78.139321,112744.251436,28.787140
-81.407166,77.949693,113046.152768,29.232045
-81.433878,80.150329,110653.530740,23.792737
-81.430788,79.823342,110950.340702,24.611434
-81.427308,79.484519,111247.361182,25.464069
-81.423985,79.185895,111545.703217,26.208192
-81.420240,78.870584,111843.491964,26.999923
-81.416409,78.568407,112141.783083,27.757205
-81.412775,78.298241,112441.267652,28.426927
-81.410515,78.140868,112744.268475,28.781827
-81.407738,77.951380,113046.185811,29.226289
-81.434445,80.152748,110653.631454,23.785542
-81.431348,79.824814,110950.278520,24.606763
-81.427865,79.485584,111247.434547,25.460396
-81.424533,79.186061,111545.648315,26.206952
-81.420801,78.871795,111843.544196,26.995709
-81.416962,78.568841,112141.821649,27.755077
-81.413326,78.298485,112441.325458,28.425268
-81.411082,78.142294,112744.299759,28.776848
-81.408309,77.953021,113046.198986,29.220671
-81.435011,80.155105,110653.695989,23.778521
-81.431907,79.826132,110950.332300,24.602484
-81.428427,79.487073,111247.450324,25.455578
-81.425077,79.185824,111545.717649,26.206787
-81.421363,78.873024,111843.610395,26.991443
-81.417515,78.569308,112141.864879,27.752855
-81.413877,78.298759,112441.349498,28.423532
-81.411657,78.144304,112744.252654,28.770264
-81.408882,77.954811,113046.293955,29.214614
-81.435577,80.157361,110653.765484,23.771774
-81.432465,79.827389,110950.485555,24.598346
-81.428984,79.488126,111247.507087,25.451944
-81.425628,79.186130,111545.746107,26.205140
-81.421919,78.873799,111843.599581,26.988451
-81.418070,78.569922,112141.901455,27.750230
-81.414428,78.299019,112441.367969,28.421839
-81.412231,78.146202,112744.532769,28.763901
-81.409460,77.956942,113046.402564,29.207600
-81.436138,80.159086,110653.748315,23.766488
-81.433029,79.829212,110950.493891,24.592704
-81.429541,79.489115,111247.598289,25.448474
-81.426187,79.187284,111545.714300,26.201182
-81.422470,78.874145,111843.674331,26.986620
-81.418624,78.570424,112141.916253,27.747921
-81.414978,78.299257,112441.390647,28.420204
-81.412798,78.147662,112744.576391,28.758825
-81.410040,77.959228,113046.458140,29.200169
-81.436697,80.160544,110653.799093,23.761908
-81.433596,79.831402,110950.623369,24.586039
-81.430095,79.489839,111247.619409,25.445747
-81.426745,79.188243,111545.784335,26.197733
-81.423020,78.874384,111843.725306,26.985091
-81.419175,78.570779,112141.909044,27.746024
-81.415529,78.299474,112441.230545,28.418681
-81.413366,78.149125,112744.627288,28.753741
-81.410620,77.961541,113046.608212,29.192640
-81.437252,80.161520,110653.802669,23.758643
-81.434162,79.833418,110950.735254,24.579851
-81.430648,79.490398,111247.518633,25.443502
-81.427302,79.189230,111545.876757,26.194203
-81.423571,78.874787,111843.675734,26.983136
-81.419720,78.570547,112141.965851,27.745740
-81.416075,78.299430,112441.283177,28.417825
-81.413934,78.150639,112744.715800,28.748505
-81.411201,77.963910,113046.664168,29.184980
-81.437802,80.162054,110653.811409,23.756574
-81.434731,79.835832,110950.720923,24.572612
-81.431201,79.491023,111247.570822,25.441038
-81.427859,79.190134,111545.850785,26.190931
-81.424124,78.875255,111843.714246,26.980978
-81.420258,78.569837,112141.997794,27.746786
-81.416621,78.299289,112441.326064,28.417239
-81.414501,78.152111,112744.791907,28.743390
-81.411782,77.966234,113046.780530,29.177432
-81.438351,80.162360,110653.825428,23.755120
-81.435300,79.838270,110950.858686,24.565275
-81.431758,79.492109,111247.640805,25.437311
-81.428411,79.190581,111545.936634,26.188885
-81.424677,78.875742,111843.756665,26.978767
-81.420809,78.570169,112142.018202,27.744946
-81.417166,78.299109,112441.365915,28.416767
-81.415069,78.153553,112744.852287,28.738365
-81.412364,77.968666,113046.888275,29.169582
-81.438900,80.162666,110653.852488,23.753664
-81.435869,79.840651,110950.980601,24.558094
-81.432320,79.493512,111247.655689,25.432732
-81.428958,79.190669,111545.942509,26.187843
-81.425230,78.876304,111843.799635,26.976351
-81.421369,78.571115,112141.986743,27.741418
-81.417712,78.298999,112441.386393,28.416101
-81.415637,78.155040,112744.895395,28.733218
-81.412947,77.971189,113046.930848,29.161502
-81.439452,80.163318,110653.899641,23.751269
-81.436439,79.843197,110951.039861,24.550485
-81.432880,79.494818,111247.793664,25.428390
-81.429505,79.190634,111545.919595,26.187149
-81.425784,78.876853,111843.841345,26.973970
-81.421912,78.570802,112141.988722,27.741372
-81.418258,78.298879,112441.399963,28.415467
-81.416201,78.156290,112744.934102,28.728735
-81.413528,77.973506,113046.952062,29.154003
-81.440003,80.163837,110653.912092,23.749242
-81.437009,79.845667,110951.093856,24.543083
-81.433440,79.496213,111247.826033,25.423829
-81.430052,79.190632,111546.004293,26.186335
-81.426337,78.877393,111843.877886,26.971616
-81.422453,78.570345,112141.986207,27.741727
-81.418803,78.298739,112441.423164,28.414886
-81.416765,78.157473,112744.991289,28.724433
-81.414104,77.975574,113047.029781,29.147186
